vol	issue	month	year	file_name	country	region	region_coor	latitude	longitude	country_db	caption_title	caption
87	1	Jan	1945	vol-87_no-01_Jan-1945_11.jpg	Papua New Guinea	Bougainville Island	Bougainville Island	-6.4	155.4	Papua New Guinea	Angry as Hornets Are These Bougainville Islanders, Just Shot Up by Japs	One of their companions was killed as the men peacefully followed a jungle path with no weapons but bows and arrows. Here, in a drizzling mist, the simple tribesmen report to officers at Ibu. The Fijians ambushed the Japs the same afternoon.
87	1	Jan	1945	vol-87_no-01_Jan-1945_12.jpg	Papua New Guinea	Bougainville Island	Bougainville Island	-6.4	155.4	Papua New Guinea	Drawing a Trail Map with His Foot, a Native Reports to Officers at Ibu	Carefully he explains just where the enemy is camped. The Solomon islander, bent over at right, translates the local dialect into pidgin English, with all the Fijians' officers can speak.
87	1	Jan	1945	vol-87_no-01_Jan-1945_13.jpg	Papua New Guinea	Bougainville Island	Bougainville Island	-6.4	155.4	Papua New Guinea	A Tangled Maypole Dance Ensues When Fijians Pull Parachutes Out of a Tree	Undamaged skills must be turned in. Straining at the lines, these men show little concern over snags. _Lavalavas_, or loincloths, can be made from torn silks. Like giant butterflies, unsalvaged yellow parachutes festoon jungle growth. Even in base camp, weapons are worn or kept near by in the grass.
87	1	Jan	1945	vol-87_no-01_Jan-1945_14.jpg	Papua New Guinea	Bougainville Island	Bougainville Island	-6.4	155.4	Papua New Guinea	Ending a 60-day Foray into Enemy Territory, Fijians Board Landing Craft in Empress Augusta Bay for Swift Return to Base	Without losing a man, they killed 175 Japanese in one battle. From mid-island to coast they hiked 5 1/2 rainy days without food. With them, despite risk of death, went 150 islanders, including women and children. Their dog followed the patrol across the island.
												
87	2	Feb	1945	vol-87_no-02_Feb-1945_01.jpg	Kiribati	Gilbert Island	Gilbert Island	-0.6	173.0	Kiribati	Navy Men Now Fish off Jap Pier Where Marines Fought Savagely to Win a Foothold on Tarawa	Sniped at by the enemy hidden in this coconut-log and coral structure and in pillboxes, waves of Marines still forged ashore. In four heroic, historic days, resistance on this heavily fortified island of Betio was beaten down. Here full tide covers the coral flats over which our men and amtracs struggled.
87	2	Feb	1945	vol-87_no-02_Feb-1945_02.jpg	Kiribati	Gilbert Island	Gilbert Island	-0.6	173.0	Kiribati	"Rose's Beau" Uses More than a Slingshot to Smack the Japs!	From the Gilberts, and elsewhere in the Pacific, the 7th Air Force has dealt the Japanese repeated punishing blows.
87	2	Feb	1945	vol-87_no-02_Feb-1945_03.jpg	Kiribati	Gilbert Island	Gilbert Island	-0.6	173.0	Kiribati	Gilbertese Boys Take Quickly to Driving Jeeps	Until war came with its mechanized equipment, many islanders had never seen a wheeled vehicle. Now they make excellent truck drivers. These men operate the jeep of Maj. F. G. L. Holland, British District Commissioner on Abemama. 
87	2	Feb	1945	vol-87_no-02_Feb-1945_04.jpg	Kiribati	Gilbert Island	Gilbert Island	-0.6	173.0	Kiribati	Shredded and Woven Coconut-leaf Dresses Are Wartime Styles on Marakei	Schoolgirls, under the direction of Roman Catholic sisters, designed these two-piece costumes when cloth was no longer available. Other women in the village followed suit. The costumes are similar to those worn long ago. Young men peering over the girls' heads wear soft pandanus mats.
87	2	Feb	1945	vol-87_no-02_Feb-1945_05.jpg	Kiribati	Gilbert Island	Gilbert Island	-0.6	173.0	Kiribati	Beneath Palms Bent by the Prevailing Winds, Makin Belles Carry Fruit Home	In the baskets woven from green coconut fronds, these soft-spoken, grass-skirted women bring bananas and coconuts. Before war came, they lived at the settlement of Butaritari, but were moved outside this area when the Japanese fortified it. After U.S.forces took Makin, the village was transferred still farther up the island.
87	2	Feb	1945	vol-87_no-02_Feb-1945_06.jpg	Kiribati	Gilbert Island	Gilbert Island	-0.6	173.0	Kiribati	Tide of War Passed Her Island By	Coconut leaves serve as a skirt for this girl of Marakei. Many Gilbertese women began making such skirts when the Japanese occupation shut off their supply of cloth. Some men wore mats of woven pandanus.
87	2	Feb	1945	vol-87_no-02_Feb-1945_07.jpg	Kiribati	Gilbert Island	Gilbert Island	-0.6	173.0	Kiribati	Thick Coconut Groves Cover the Islands of Tarawa Atoll Which Saw No Fighting	On some the Japanese cut coconut logs to build pillboxes and airplane revetments which were concentrated on small Betio Island at the southwestern end of the group. U.S. forces widened and improved this coral road. Before the war, production of copra was the chief industry in the Gilberts.
87	2	Feb	1945	vol-87_no-02_Feb-1945_08.jpg	Kiribati	Gilbert Island	Gilbert Island	-0.6	173.0	Kiribati	Singlets and Coconut Skirts Are School Uniform for the Girls on Little Makin	Here the choir of young men and women students of the London Missionary Society school gathers to welcome the visiting British Resident Commissioner. The letters M.F. embroidered on the shirts stand for Mayflower, the name of their choral club.
87	2	Feb	1945	vol-87_no-02_Feb-1945_09.jpg	China			35.9	104.2	China	She Rocks Her Baby by Swinging a Pick	Chinese women by thousands help to build airfields, tramways, and parking areas for use by the American Air Forces operating from China. Rainfall and lack of adequate local road-building materials made it difficult to lay runways solid enough for B-29 Superfortresses.
87	2	Feb	1945	vol-87_no-02_Feb-1945_10.jpg	China	Hong Kong	Hong Kong	22.3	114.2	China	Leaving a Beauty Shop, Hong Kong Girls Walk to Their Ricksha	Stepping smarly past a rickshaw stand, they wear fashionable long silk dresses and foreign shoes. Beauty parlors, dance halls, cocktail lounges, movies, and Hollywood- or Paris-style frocks were common in large coastal cities of China.
87	2	Feb	1945	vol-87_no-02_Feb-1945_11.jpg	China	Hong Kong	Hong Kong	22.3	114.2	China	Ready-made Clothing Is Featured by One Hong Kong Merchant on This Giant Billboard	China has no big advertisers, such as American automobile builders, who spend millions each year. Yet posters plaster miles of walls, and billboards rise along canals and suburban roads.
87	2	Feb	1945	vol-87_no-02_Feb-1945_12.jpg	China	Hong Kong	Hong Kong	22.3	114.2	China	Who Said Chinese Faces are "Inscrutable"? Each of These Rooters Plainly Shows Whether His Favorite Is Winning or Losing	Soccer, tennis, swimming, volleyball, and track sports were popular in peacetime Hong Kong. It even boasted girls' softball teams, umpired by American sailors. There were Chinese Basketball teams, too, who went to Manila to play against Filipino teams. Hong Kong, like Shanghai, was also noted for its boat clubs and oarsmen. Sports events are few now, but gambling houses and horse racing are encouraged by the Japanese.
87	2	Feb	1945	vol-87_no-02_Feb-1945_13.jpg	China	Hong Kong	Hong Kong	22.3	114.2	China	Foochow Was Occupied by the Japs in 1944 in Anticipation of a Possible Allied Landing	Capital of Fujian Province, this old city lies halfway between Shanghai and Hong Kong, on the Min River, 30 miles from the sea. It is a walled city with a population of about 390,000. Seagoing ships anchor in the Min, at Pagoda Anchorage, 10 miles below. People here make fine lacquers, and in early days American and British clippers came to the port for tea.
87	2	Feb	1945	vol-87_no-02_Feb-1945_14.jpg	China	Shanghai	Shanghai	31.2	121.5	China	Two Fawning Japs Make Hypocritical Bows of Welcome	The man on the right hides the woman they are bowing to. If a foreigner, a moment later they might have stripped, searched, and slapped her. Civilization cannot forget how barbarous Japs treated white women in North China. This is the railroad station at Linyu.
87	2	Feb	1945	vol-87_no-02_Feb-1945_15.jpg	China	Shanghai	Shanghai	31.2	121.5	China	Modern Bathrooms Replace the Hot-water Peddler of a Generation Ago	In Shanghai, noted for real-estate booms, this wheelbarrow carries a bathroom outfit to somebody's house or apartment. The youngster helps guide a perfectly balanced load.
87	2	Feb	1945	vol-87_no-02_Feb-1945_16.jpg	China	Shanghai	Shanghai	31.2	121.5	China	Age Watches the Antics of Longtailed Goldfish	Songbirds, fighting crickets in tiny cages, fish flashing in glass bowls, potted plants, flower gardens, and waterfalls—all appeal to the Chinese. But the Macau boy in sport sweater and foreign suspenders is fascinated by the camera.
87	2	Feb	1945	vol-87_no-02_Feb-1945_17.jpg	China	Shanghai	Shanghai	31.2	121.5	China	No Parents Treat Children More Kindly Than Do Chinese	Their family life is happy. Here a Shanghai merchant and his trousered wife walk through the French concession, their daughter between them. How comfortably he's dressed for a warm day! No tie, no tight collar, no hot coat.
												
87	3	March	1945	vol-87_no-03_Mar-1945_01.jpg	Philippines	Luzon	Luzon	16.6	121.3	Philippines	Capt. Truman Heminway of Rutland, Vermont, Helped Guerrillas Harass the Japs	As an enlisted man in the United States Army, Heminway escaped from invading Japs in Mindanao. For two years he was a coast watcher; then he became a captain in the daring Filipino guerrilla forces. After four years in the islands, he is home with his family. Now that it can be told, American Intelligence officers heartily praise the guerrillas' work after Bataan fell, especially their clever and always hazardous espionage work.
87	3	March	1945	vol-87_no-03_Mar-1945_02.jpg	Philippines	Luzon	Luzon	16.6	121.3	Philippines	Soft Saxophones Croon "Heart and Soul" as High School Graduates Hold a Class Reunion Dance	Wearing the shirt with the tail out is a Filipino custom; it is a sort of national dress. Most of the girls are dressed in modern style, but the laughing one at right center wears a characteristic upper-class Filipino party dress. English is the common language of several million Filipinos, especially of those under 30 or 35, educated after the American-style public school system was established here.
87	3	March	1945	vol-87_no-03_Mar-1945_03.jpg	Philippines	Luzon	Luzon	16.6	121.3	Philippines	Filipinos Print Their English-language Newspapers on High-speed American Presses	The pressman wears a hat made from folded papers, just as his colleagues do in the United States. In 1941 the islands were publishing about 360 papers and magazines, 167 in English. In Manila, Filipinos owned and edited most of the city's 13 or 14 dailies, a majority of which were in English. One of these was the Philippines Herald, shown here rolling off the big modern Duplex American press.
87	3	March	1945	vol-87_no-03_Mar-1945_04.jpg	Philippines	Luzon	Luzon	16.6	121.3	Philippines	Mama Picks Her Favorite Bangtail to Win	Horse racing at Manila's Santa Ana track, with Government-run sweepstakes, paid prizes every two months totaling as much as half a million dollars. Profits went to build playgrounds and public charities. Japs did not interfere with gambling. Filipinos make excellent jockeys. Most racing ponies are native-born. Occasionally one is brought from Australia.
87	3	March	1945	vol-87_no-03_Mar-1945_05.jpg	Philippines	Luzon	Luzon	16.6	121.3	Philippines	This Family Sailed 50 Miles to See the "Big White Bird" of Army Pilots	They belong to the wandering Negrito tribe of mountainous, largely unexplored eastern Luzon. Casiguran Bay, where they visited the plane used by Col. George W. Goddard years ago, is the only safe harbor of any considerable size on the steep, rough eastern shores of Luzon. In these hills live also some 7,500 Ibilaos (Ilongots), of whom little is known.
87	3	March	1945	vol-87_no-03_Mar-1945_06.jpg	Philippines	Luzon	Luzon	16.6	121.3	Philippines	From Such Splendid Human Material as These Baguio High School Cadets Came the Filipino Heroes of Bataan and Corregidor	They trained as youngsters with wooden guns, but fought and died bravely when the Japs came. Courageous, quick to learn, fond of athletic contests, these schoolboys exemplify the best type of Filipino-Tagalogs, Ilocanos, and Visayans. Thousands have taken to the hills as guerrillas, wrecked bridges, cut telegraph lines, destroyed supplies, and above all, by secret radio and grapevine sent out reports on Jap strength and movements.
87	3	March	1945	vol-87_no-03_Mar-1945_07.jpg	Philippines	Luzon	Luzon	16.6	121.3	Philippines	Dressed in Not Even a Smile!	A boar's-tooth necklace, a hair-do, and a few leaves, modestly placed, form the party dress of this Igorot girl. Made about 40 years ago, this picture is from the famous Charles Martin-Philippine collection, now in the archives of the National Geographic Society at Washington, D. C.
87	3	March	1945	vol-87_no-03_Mar-1945_08.jpg	Philippines	Luzon	Luzon	16.6	121.3	Philippines	They Seem to Sell Everything in This Baguio Market But Shoes	The fat Igorot boy's mother, in the white blouse, dresses as did most domestics employed by American families living in Baguio; hence the child's American-style calico breeches. Sunday, at the public market, is Baguio's Roman holiday. Since Dewey's day, Baguio has grown from a mountain hamlet into the luxurious summer capital of the Philippines. Several hundred Americans were interned near there.
87	3	March	1945	vol-87_no-03_Mar-1945_09.jpg	Philippines	Luzon	Luzon	16.6	121.3	Philippines	Frederick Simpich, Hunting with a Negrito	That big bow the native holds was so long he had to stand one end on the ground to shoot it. When a deer was killed, he ate its entrails raw. Philippine population more than doubled during the American occupation.
												
87	4	April	1945	vol-87_no-04_Apr-1945_01.jpg	Northern Mariana Islands	Saipan	Saipan	15.2	145.7	Northern Mariana Islands	Japanese Girls Convert Cloth Remnants into Kimono-dressed Dolls	Of 18,000 civilians on Saipan, nearly three-fourths are Japanese, mainly from Okinawa Island. Others are Korean laborers, Chamorros, and some Carolinians. All live in civilian camps. Men work on labor details; women do handicraft. Jap and Chamorro farmers are again tilling fields to produce fresh vegetables.
87	4	April	1945	vol-87_no-04_Apr-1945_02.jpg	Northern Mariana Islands	Saipan	Saipan	15.2	145.7	Northern Mariana Islands	U.S. Forces Fill Sandbags Beside Saipan Caves Where Japanese Beach Defenders Holed Up	Dozens were routed from the grotto in this water-cut rock. Utilizing natural formations here, the Japs surrounded deeply indented Magicienne Bay with heavy fortifications. But these were of little use; our assault was launched across the reef on the opposite side of the island.
87	4	April	1945	vol-87_no-04_Apr-1945_03.jpg	Northern Mariana Islands	Saipan	Saipan	15.2	145.7	Northern Mariana Islands	"It Isn't Bad When the Sun Shines, But What a Place When it Rains!" Say These Veterans of Saipan	Still living under battle conditions in camouflaged shelters in the sand, they have few comforts. They grouse about food, fate, and the weather, but laugh, work, and fight just as heartily. Humorless Japs are no match for them.
87	4	April	1945	vol-87_no-04_Apr-1945_04.jpg	Northern Mariana Islands	Saipan	Saipan	15.2	145.7	Northern Mariana Islands	Ruins of Tinian Town, the Island's Chief Settlement, Edge the Scalloped Coast Below a U.S. Military Post	Almost every building, including the huge sugar mill, was demolished. Believing that a frontal attack would be made here, the Japanese strongly fortified the area. Our forces first feinted in its direction, then made surprise landings on two tiny beaches near the northern end of the island. Reefs limit the harbor.
87	4	April	1945	vol-87_no-04_Apr-1945_05.jpg	Northern Mariana Islands	Saipan	Saipan	15.2	145.7	Northern Mariana Islands	She Can Smile Now; Japs No Longer Rule	Chamorros on Saipan welcomed the ousting of the Japanese by American forces. In recent years the freedom of this proud people had been severely restricted. This Chamorro girl now works in one of the offices of Military Government in the civilian camps.
87	4	April	1945	vol-87_no-04_Apr-1945_06.jpg	Northern Mariana Islands	Saipan	Saipan	15.2	145.7	Northern Mariana Islands	"Twenty-five, Fifty, Seventy-five—How Much Is It?"	A Korean civilian puzzles over American silver coins after having counted his dollar bills. He has just received his pay for voluntary labor on the island of Tinian.
												
87	5	May	1945	vol-87_no-05_May-1945_01.jpg	Turkey			39.0	35.2	Turkey	Faces and Legs from Hollywood, the All-conquering, Give the East a Western Eyeful	_Saka_ is a humor magazine. _Bugün_ means Today. _Spor_ (_Sport_) epitomizes Turkey's switch from difficult Arabic to easy Latin letters, enabling millions to read. These customers do not thirst for knowledge: they crave water from the stand's American refrigerator. Chin on hand, Humphrey Bogart broods over the change.
87	5	May	1945	vol-87_no-05_May-1945_02.jpg	Turkey			39.0	35.2	Turkey	Asia Looks at Europe across the Bosporus, Where Armies Have Changed Continents and Made History since Remote Antiquity	Grim walls and towers are ruins of Rumeli Hissar, a fortress built in 1452 by Sultan Mohammed II to invest Constantinople. On the far hill, dervishes once assembled. Today one of their sons is Vice President of American-built Robert College. Its halls and professors' homes stand above and between the castle walls.
87	5	May	1945	vol-87_no-05_May-1945_03.jpg	Turkey			39.0	35.2	Turkey	Better than Words in Stone, Bobby Socks Prove American College for Girls Is American	In the twenties bobbed hair and middy blouses were the rage. Overlooking the Bosphorus at Arnautköy, the school is a neighbor of Robert College (for boys). Originally a high school, American College confers degrees on Turkish, Greek, Armenian, and other girls. Graduates have had wide influence in emancipating Moslem women.
87	5	May	1945	vol-87_no-05_May-1945_04.jpg	Turkey			39.0	35.2	Turkey	Robert College's Ivied Walls Look Down on Turkey's Presidential Yacht in a Bosporus Cove	Founded by Americans in 1863, the college has survived both World Wars. Most of its students are Turks; graduates are in demand for shaping the Republic. Classes are in English. Allied successes, ending German blockade, reopened the channel. The straits—not Murmansk or Persian Gulf—are the direct water gate to Russia.
												
87	6	June	1945	vol-87_no-06_Jun-1945_01.jpg	Burma	Ledo Road	Ledo Road	21.9	96.0	Myanmar	The Stilwell Road's First Truck Convoy Makes Up at Ledo Railhead	Ambulances, jeeps, and mobile artillery also take part in the first full-scale overland trek into China for 2½ years. Destination of the convoy is Kunming, about 24 days and 1,000 miles away. The tracks are in the Lekhapani yards of the Bengal and Assam Railway, 7 miles east of Ledo.
87	6	June	1945	vol-87_no-06_Jun-1945_02.jpg	Burma	Ledo Road	Ledo Road	21.9	96.0	Myanmar	Indian Boys and Girls Scramble for a Handout of C Ration Biscuits	Palms uplifted, they greet a carload of U.S. Army Engineers whose train has halted on the Bengal and Assam Railway. The men go by train to Ledo, thence truck and bus to the scene of road-building operations just behind the front lines in Burma.
87	6	June	1945	vol-87_no-06_Jun-1945_03.jpg	Burma	Ledo Road	Ledo Road	21.9	96.0	Myanmar	Kachin Tribesmen Take Their First Auto Ride in a U.S. Aviation Engineers' Truck	War has brought cars, airplanes, and strange faces into their remote hill country. Now the Kachins have learned to thumb rides. They saw B-29's long before Superfortresses were publicly shown in the United States.
87	6	June	1945	vol-87_no-06_Jun-1945_04.jpg	Burma	Ledo Road	Ledo Road	21.9	96.0	Myanmar	Loyal Burmese Assure Their Countrymen the Japs Won't Be Back	Tribesmen read the sign in the village of Namti, near Myitkyina, in northern Burma. It was posted a few weeks after the Japs were driven out.
87	6	June	1945	vol-87_no-06_Jun-1945_05.jpg	Burma	Ledo Road	Ledo Road	21.9	96.0	Myanmar	Luxury in the Jungle! Spoon-fed by a Burmese Nurse	She is a member of the famous unit recruited by Dr. Gordon Seagrave, author of _Burma Surgeon_, which tended the wounded during General Stilwell's epic retreat from Burma in May, 1942.
												
88	1	July	1945	vol-88_no-01_Jul-1945_01.jpg	USA	Maryland	Maryland	39.3	-76.6	United States of America	High in Maryland's Mountains, a Speedboat Churns Deep Creek Lake	Though only seven miles from the Potomac, the man-made lake near Oakland, 2,462 feet above the sea, drains into the Ohio River system. Backbone Mountain separates the two watersheds. This comparatively undeveloped vacation land on Maryland's roof is twice as far from Baltimore as from Pittsburgh.
88	1	July	1945	vol-88_no-01_Jul-1945_02.jpg	USA	Virginia	Virginia	37.4	-78.7	United States of America	In April, When Wistaria Blossoms on the Arbor, All Is Quiet Along the Potomac	This view is from the home of Mrs. William N. Doak, widow of President Hoover's Secretary of Labor. The house sits on the Virginia side of the Potomac Palisades near Chain Bridge. Here the stream is narrow, deep, and treacherous. Three miles beyond, it meets the tide and becomes fat and sluggish.
88	1	July	1945	vol-88_no-01_Jul-1945_03.jpg	USA	Washington D.C.	Washington D.C.	38.9	-77.0	United States of America	Cyclists Tread a Towpath That Once Resounded with Mule Skinners' Cries—the Old Chesapeake and Ohio Canal in Washington, D. C.	In 1871, 540 cargo boats were in service. Now horses tow at 2½ miles an hour an occasional pleasure barge. Floods stopped commerce in 1924; now this section forms part of the National Capital's park system. Hikers and skaters visit the canal in winter.
88	1	July	1945	vol-88_no-01_Jul-1945_04.jpg	USA	Washington D.C.	Washington D.C.	38.9	-77.0	United States of America	At Georgetown, Where the Channel Broadens, Bathing Beauties Get Sun Tan and Heat Relief	Teen-age divers find the bottom deep. Tide and flood, soiling the water, spoil their fun. Key Bridge, 1,650 feet long, connects Georgetown, D. C., with Rosslyn, Virginia. It is named for Francis Scott Key, author of "The Star-Spangled Banner." In Georgetown he built a home for his bride and fathered 11 children.
88	1	July	1945	vol-88_no-01_Jul-1945_05.jpg	USA	Virginia	Virginia	37.4	-78.7	United States of America	"Worth a Voyage Across the Atlantic," Thomas Jefferson Said of the View from Jefferson's Rock, a Natural Bench on the Shenandoah	A short distance to the left, the river joins the Potomac—"one of the most stupendous scenes in nature," according to Jefferson. Here at Harpers Ferry in 1801 he watched eagles nesting. He sent one to the King of Spain. The latter returned a ram. For this Jefferson was accused of "receiving presents from a foreign potentate."
88	1	July	1945	vol-88_no-01_Jul-1945_06.jpg	USA	West Virginia	West Virginia	38.6	-80.5	United States of America	John Brown's Fort, after a Trip to Chicago, Is Home Again in Harpers Ferry	When slaves failed to rally to John Brown after his capture of the arsenal in 1859, he and his 21 armed followers made their last stand in this fire-engine house. Brown was captured and two of his sons were killed when Federal troops under Robert E. Lee stormed the fort. Dismantled in 1892, it was an attraction at the Chicago Exhibition. The country's Negroes raised some of the funds to bring it back to Harpers Ferry, where it serves as a museum for Storer College, a Negro coeducational institution.
88	1	July	1945	vol-88_no-01_Jul-1945_07.jpg	USA	Virginia	Virginia	37.4	-78.7	United States of America	Col. Samuel Washington Hangs in a Room Where James Madison Wed Dolly Todd in 1794	Near by, Samuel is buried with two of his five wives. Harewood, his home, was designed by George Washington. It is near Charles Town, named for their brother, Charles. Harewood was built (1770) in Virginia. West Virginia claimed it in 1861. Old Charles Town folk refused to recognize the new State.
88	1	July	1945	vol-88_no-01_Jul-1945_08.jpg	USA	Virginia	Virginia	37.4	-78.7	United States of America	On a Virginia Bluff 300 Feet above the Potomac, Girls of the Madeira School Practice Jumping	This college preparatory school was founded in 1906 by Lucy Madeira, still its headmistress. Riding is a favorite sport. Here the river is so swift and dangerous that students are not allowed to swim or boat in it. Two miles to the northwest, the rapids above Great Falls offer a superb view from the school.
88	1	July	1945	vol-88_no-01_Jul-1945_09.jpg	USA	Maryland	Maryland	39.3	-76.6	United States of America	Paint-proof Respirators Cannot Mask the Beauty of Hagerstown, Maryland, Girls	At Fairchild Aircraft they spray the wing of a Navy PBM. The company is well known for its trainers, in which hundreds of thousands of Army pilots learned to fly. Lately it has built the C-82, a huge cargo plane. War-expanded Fairchild has plants and subcontractors scattered all over Hagerstown.
88	1	July	1945	vol-88_no-01_Jul-1945_10.jpg	USA	West Virginia	West Virginia	38.6	-80.5	United States of America	Apple-blossom Time on the Potomac-side Is a Dream of Splendor to Martinsburg, West Virginia, Girls	In West Virginia, as in its neighbors, the fabulous Johnny Appleseed (John Chapman) founded orchards. Dressed in a coffee sack, he roamed barefoot from 1801 to his death in '47. With him went a bag of apple seeds for planting beside fences. During the War of 1812 his warnings of Indian raids saved hundreds of settlers.
88	1	July	1945	vol-88_no-01_Jul-1945_11.jpg	USA	Virginia	Virginia	37.4	-78.7	United States of America	A Tablet Recalls One of Washington's Business Ventures	The Father of his Country became the first president of the "Patowmack" Company, which built and operated a waterway around Great Falls on the Virginia side. Investing $10,000 of his money in the venture, he gave 50 shares of stock to found George Washington University.
88	1	July	1945	vol-88_no-01_Jul-1945_12.jpg	Burma			21.9	96.0	Myanmar	"Comics or Caramels—All Kids Like 'Em"	Kachin youngsters from the hills of Burma were shy until our men produced the brightly colored books. Now the youngsters are regular "funny fans." Kachin guides and patrols helped build the Stilwell Road. "They made swell scouts," Yanks said. "They could smell a Jap a block away."
88	1	July	1945	vol-88_no-01_Jul-1945_13.jpg	Burma			21.9	96.0	Myanmar	"We Are Not Supposed to Touch Sacred Cows, but You Know How It Is!"	Learning from their ricksha two sight-seeing Yanks give "bossy" a friendly pat. Hindus consider the cow sacred. The animals wander at will through the streets of Indian cities. "We can't see much difference between the cows here and the ones back home," one Yank commented. "They're hungrier-looking, that's about all."
88	1	July	1945	vol-88_no-01_Jul-1945_14.jpg	Burma			21.9	96.0	Myanmar	An American Red Cross Guide Washes Her Feet in a Sikh Temple	Before being permitted to view the Granth, or Sikhs' sacred book, Miss Mary Jane Young was obliged to go through this purification ceremony, while stocking-footed Yanks awaited their turn. She was conducting a Red Cross tour for GI's in Calcutta.
88	1	July	1945	vol-88_no-01_Jul-1945_15.jpg	Burma			21.9	96.0	Myanmar	A Moroccan Impresses Black Hands on a Wall to Ward Off the Evil Eve	Yanks in North Africa frequently were startled by Arabs thrusting out their hands and saying a quick "five on your eye." Arabs believe this greeting turns away bad influences. Blue-eyed GI's, especially, were considered "evil-eyed" by the natives.
88	1	July	1945	vol-88_no-01_Jul-1945_16.jpg	Burma			21.9	96.0	Myanmar	Burma Beauties Emulate the Giraffe	Around her neck this Padaung woman wears a coil of brass rod one-third of an inch in diameter. Five rings were put around her neck as a little girl; other coils were added as she grew and her neck stretched. She speaks with a strangled voice as if from the bottom of a well. Older Padaung women may have 20 to 25 coils. The rings are never removed, even when eating or sleeping.
